repo,path,sha,date_time,previous_content,content,levenshtein_distance,bcompare
stripe/.github,SECURITY.md,335ef763849ce17e34eb2061dba9adf88a00ebe6,2020-07-28 16:49:56+00:00,,"# Security Policy

### Reporting a vulnerability

Please do not open GitHub issues or pull requests - this makes the problem immediately visible to everyone, including malicious actors.   

Security issues in this open source project can be safely reported to Stripe's [Vulnerability disclosure and reward program](https://stripe.com/docs/security/stripe#disclosure-and-reward-program).
Stripe's security team will triage your report and determine whether or not is it eligible for a bounty under our program.
",510,b stripe/.github 335ef763849ce17e34eb2061dba9adf88a00ebe6
stripe/.github,SECURITY.md,3bf41e595ff2d156448955595ad28f49e501b0c9,2020-07-28 17:15:55+00:00,"# Security Policy

### Reporting a vulnerability

Please do not open GitHub issues or pull requests - this makes the problem immediately visible to everyone, including malicious actors.   

Security issues in this open source project can be safely reported to Stripe's [Vulnerability disclosure and reward program](https://stripe.com/docs/security/stripe#disclosure-and-reward-program).
Stripe's security team will triage your report and determine whether or not is it eligible for a bounty under our program.
","# Security Policy

### Reporting a vulnerability

Please do not open GitHub issues or pull requests - this makes the problem immediately visible to everyone, including malicious actors.   

Security issues in this open source project can be safely reported to Stripe's [Vulnerability Disclosure and Reward Program](https://stripe.com/docs/security/stripe#disclosure-and-reward-program).
Stripe's security team will triage your report and respond according to its impact on Stripe users and systems.
",55,b stripe/.github 3bf41e595ff2d156448955595ad28f49e501b0c9
stripe/.github,SECURITY.md,4515ed5c20f1b9410d3ebe06d48950bfed832b65,2022-05-03 20:45:45+00:00,"# Security Policy

### Reporting a vulnerability

Please do not open GitHub issues or pull requests - this makes the problem immediately visible to everyone, including malicious actors.   

Security issues in this open source project can be safely reported to Stripe's [Vulnerability Disclosure and Reward Program](https://stripe.com/docs/security/stripe#disclosure-and-reward-program).
Stripe's security team will triage your report and respond according to its impact on Stripe users and systems.
","# Security Policy

### Reporting a vulnerability

Please do not open GitHub issues or pull requests - this makes the problem immediately visible to everyone, including malicious actors.   

Security issues in this open-source project can be safely reported to Stripe's [Vulnerability Disclosure and Reward Program](https://stripe.com/docs/security/stripe#disclosure-and-reward-program).
Stripe's security team will triage your report and respond according to its impact on Stripe users and systems.
",1,b stripe/.github 4515ed5c20f1b9410d3ebe06d48950bfed832b65
