repo,path,sha,date_time,previous_content,content,levenshtein_distance
kubernetes/kubernetes,.github/SECURITY.md,a3079f12431b60dbe1bf6e349245e807abd6cd65,2019-06-16 17:14:26+00:00,,"# Security Policy

## Supported Versions

Information about supported Kubernetes versions can be found on the
[Kubernetes version and version skew support policy] page on the Kubernetes website.

## Reporting a Vulnerability

Instructions for reporting a vulnerability can be found on the
[Kubernetes Security and Disclosure Information] page.

[Kubernetes version and version skew support policy]: https://kubernetes.io/docs/setup/release/version-skew-policy/#supported-versions
[Kubernetes Security and Disclosure Information]: https://kubernetes.io/docs/reference/issues-security/security/#report-a-vulnerability
",616
